Seat_Class,Booking_Channel,Origin,Destination,Distance_km,Route_Category,Customer_Segment,Loyalty_Status,Booking_Frequency_Qtr,Average_Spend_GBP,Total_Seats,Seats_Sold_Realized,Remaining_Seats_Realized,Demand_Index,Base_Price_At_Booking,Days_Before_Travel,Price_Premium,Load_Factor,Ticket_Price_GBP
Standard,Web,Edinburgh,Frankfurt,347.0,Medium,Leisure,None,7,25.69,300,99,201,2.762,80.8,154,0.979,0.332,115.74
Standard,Web,Manchester,Rotterdam,165.3,Short,Senior,None,11,328.36,100,55,45,0.938,50.27,151,1.008,0.555,45.06
First,Web,Edinburgh,Paris,568.8,Medium,Leisure,Gold,16,83.54,250,90,160,0.646,122.12,147,1.03,0.363,98.56
Business,Station,London,Frankfurt,116.0,Short,Business,Platinum,8,416.4,250,105,145,0.932,74.65,146,0.992,0.423,57.12
Standard,Mobile,Manchester,Cologne,968.2,Long,Leisure,Gold,11,343.32,200,106,94,2.695,157.29,178,0.984,0.533,229.73
Standard,Agent,London,Brussels,746.5,Long,Leisure,Silver,5,44.81,250,192,58,0.751,125.3,147,0.991,0.771,116.16
Standard,Mobile,Birmingham,Amsterdam,468.3,Medium,Leisure,None,2,275.28,200,190,10,0.905,103.56,15,1.164,0.951,107.44
First,Web,Manchester,Rotterdam,423.2,Medium,Business,Gold,3,406.59,300,297,3,2.267,107.15,16,1.137,0.991,144.35
Standard,Mobile,London,Brussels,198.2,Short,Leisure,None,8,418.39,250,206,44,2.546,62.01,148,0.972,0.826,83.85
Business,Agent,Leeds,Lyon,433.7,Medium,Leisure,None,12,60.98,250,122,128,1.863,97.35,147,1.001,0.488,118.83
Standard,Mobile,Bristol,Frankfurt,859.7,Long,Leisure,None,1,57.87,100,52,48,0.989,133.51,147,0.957,0.526,129.83
Business,Mobile,Birmingham,Paris,134.4,Short,Business,Gold,2,392.0,250,128,122,2.519,62.2,88,1.04,0.515,93.43
Standard,Agent,Manchester,Rotterdam,593.9,Medium,Business,Silver,14,131.67,300,266,34,1.431,110.62,31,1.043,0.887,131.37
Standard,Web,Manchester,Frankfurt,158.5,Short,Senior,Platinum,17,305.13,150,126,24,2.185,27.52,176,1.048,0.842,36.75
Standard,Mobile,Bristol,Lyon,251.4,Medium,Leisure,None,7,312.25,100,34,66,1.119,58.97,8,1.176,0.344,60.34
Standard,Station,Bristol,Paris,337.3,Medium,Leisure,Gold,7,322.31,300,193,107,1.885,95.11,50,1.03,0.646,121.56
Business,Agent,Glasgow,Rotterdam,868.8,Long,Business,Silver,14,182.18,200,149,51,1.342,168.19,88,1.034,0.749,178.03
First,Web,London,Brussels,178.5,Short,Business,None,4,39.15,100,31,69,1.084,71.96,136,0.967,0.311,68.65
First,Mobile,London,Frankfurt,444.5,Medium,Student,Silver,7,277.99,250,179,71,2.323,107.3,13,1.121,0.716,153.53
Standard,Mobile,London,Amsterdam,1329.1,Long,Senior,Gold,13,267.2,100,95,5,2.668,207.1,147,1.032,0.959,305.51
Standard,Web,Glasgow,Rotterdam,270.5,Medium,Student,Silver,6,227.91,200,66,134,2.686,63.77,178,0.992,0.333,94.88
First,Mobile,Edinburgh,Cologne,1417.2,Long,Leisure,None,13,154.18,150,63,87,1.602,237.87,151,1.029,0.42,287.27
Standard,Web,Birmingham,Cologne,58.7,Short,Leisure,Platinum,7,424.66,250,93,157,2.772,48.26,106,0.964,0.372,53.76
Standard,Web,Manchester,Lyon,937.4,Long,Senior,None,16,197.65,300,167,133,1.8,148.73,97,0.955,0.559,180.63
Standard,Web,Birmingham,Lyon,52.1,Short,Leisure,Platinum,6,80.86,150,83,67,1.384,38.1,158,0.99,0.559,34.36
Standard,Mobile,Bristol,Frankfurt,765.9,Long,Student,Gold,17,383.9,200,193,7,2.397,137.08,157,0.977,0.969,188.07
Standard,Web,Leeds,Brussels,194.3,Short,Senior,Gold,12,325.41,150,129,21,1.19,51.18,61,1.031,0.86,57.01
Standard,Web,Birmingham,Brussels,231.4,Medium,Business,None,11,168.39,300,223,77,1.516,62.59,35,1.042,0.746,78.92
Standard,Web,Birmingham,Amsterdam,71.8,Short,Business,Silver,14,92.55,300,225,75,2.494,45.5,137,1.015,0.75,68.18
Business,Web,London,Amsterdam,569.9,Medium,Business,Silver,12,231.04,100,76,24,1.728,117.19,112,0.961,0.767,127.97
Standard,Web,Bristol,Frankfurt,156.5,Short,Leisure,None,15,51.65,150,63,87,0.821,60.57,25,1.102,0.42,63.57
Standard,Web,Birmingham,Paris,966.3,Long,Business,None,14,126.92,100,54,46,2.885,151.99,121,1.028,0.548,248.58
Standard,Mobile,Manchester,Brussels,60.3,Short,Leisure,None,5,482.7,250,188,62,0.531,42.36,106,1.037,0.753,30.65
First,Mobile,London,Rotterdam,514.0,Medium,Leisure,None,7,92.24,200,64,136,1.113,122.05,64,1.045,0.323,123.47
Standard,Web,Glasgow,Rotterdam,123.9,Short,Business,None,13,151.99,250,160,90,2.516,43.72,115,1.022,0.643,62.75
Standard,Web,Birmingham,Rotterdam,890.7,Long,Business,None,14,86.71,300,265,35,2.614,141.87,110,0.953,0.886,204.68
Standard,Mobile,Bristol,Paris,344.3,Medium,Student,Gold,5,457.76,300,204,96,2.192,70.05,37,0.998,0.682,96.92
Standard,Web,Leeds,Paris,1054.7,Long,Student,Gold,6,463.92,300,271,29,2.033,144.82,38,0.999,0.906,183.74
Standard,Agent,Manchester,Frankfurt,420.5,Medium,Leisure,Platinum,18,48.55,300,246,54,2.582,93.12,8,1.104,0.823,137.11
First,Mobile,Leeds,Amsterdam,172.7,Short,Student,None,1,451.15,150,101,49,2.363,79.76,75,1.041,0.677,119.36
Business,Web,Bristol,Paris,165.8,Short,Leisure,Gold,3,88.32,150,84,66,2.951,67.59,168,1.026,0.564,103.21
Standard,Web,Bristol,Frankfurt,506.8,Medium,Business,Silver,19,210.7,300,227,73,1.652,102.61,23,1.121,0.759,116.39
Standard,Mobile,Bristol,Amsterdam,491.7,Medium,Student,Silver,11,301.42,250,162,88,1.176,84.06,173,1.015,0.648,90.66
Business,Web,Leeds,Paris,1282.0,Long,Leisure,Silver,12,241.96,200,199,1,0.511,204.9,129,1.031,0.996,171.23
Standard,Web,Edinburgh,Paris,151.6,Short,Business,Gold,11,85.24,200,145,55,1.325,63.38,177,1.035,0.727,70.47
First,Web,Manchester,Rotterdam,547.2,Medium,Business,None,12,399.96,250,119,131,2.565,139.85,9,1.187,0.476,232.22
Standard,Mobile,Bristol,Amsterdam,1101.7,Long,Student,None,14,349.96,250,243,7,0.584,162.92,40,1.028,0.974,133.69
Business,Mobile,Edinburgh,Cologne,128.1,Short,Business,None,14,471.78,250,125,125,2.227,63.0,156,1.012,0.501,88.84
First,Web,London,Amsterdam,155.2,Short,Student,None,13,189.41,200,184,16,0.612,78.93,97,0.959,0.924,67.18
Business,Mobile,Edinburgh,Lyon,266.4,Medium,Leisure,Silver,2,226.59,200,129,71,1.69,71.76,96,0.976,0.645,92.44
First,Web,London,Rotterdam,166.5,Short,Business,Silver,7,187.88,300,237,63,1.556,83.07,136,1.003,0.793,94.76
Standard,Mobile,Leeds,Lyon,574.5,Medium,Business,Gold,11,50.23,300,132,168,2.841,107.07,37,0.987,0.441,157.24
Business,Web,Glasgow,Frankfurt,318.5,Medium,Business,None,17,46.39,250,173,77,1.299,88.34,18,1.171,0.692,101.8
Standard,Mobile,Glasgow,Frankfurt,1149.9,Long,Leisure,Gold,19,385.44,150,66,84,1.838,180.86,112,0.962,0.441,220.11
Standard,Agent,Edinburgh,Brussels,629.4,Long,Leisure,None,0,156.73,150,69,81,2.051,104.71,77,1.044,0.466,142.28
First,Web,Leeds,Lyon,506.3,Medium,Leisure,None,6,253.82,100,41,59,1.225,114.64,75,0.984,0.413,124.59
First,Web,Bristol,Amsterdam,134.0,Short,Leisure,Gold,13,489.91,200,123,77,1.12,91.86,80,1.002,0.615,96.11
Business,Web,Edinburgh,Lyon,151.0,Short,Leisure,Gold,18,28.48,150,99,51,1.216,60.38,44,0.984,0.66,62.09
Standard,Web,Edinburgh,Cologne,728.7,Long,Student,Silver,18,268.47,100,48,52,0.821,122.53,78,1.03,0.484,114.47
First,Web,Bristol,Rotterdam,523.8,Medium,Student,None,11,268.75,200,145,55,0.789,130.96,144,0.965,0.729,126.83
First,Station,London,Frankfurt,830.3,Long,Student,Platinum,6,499.3,250,122,128,1.98,167.09,18,1.135,0.49,211.41
Standard,Station,Bristol,Cologne,473.9,Medium,Student,Platinum,7,420.48,250,166,84,0.751,100.81,168,1.012,0.665,85.43
Standard,Web,Manchester,Frankfurt,139.0,Short,Leisure,Silver,10,52.06,300,234,66,0.983,52.7,25,1.105,0.78,44.02
Standard,Mobile,Glasgow,Cologne,148.1,Short,Business,Platinum,7,95.41,100,34,66,0.926,51.53,35,1.011,0.342,54.79
Standard,Mobile,Glasgow,Frankfurt,57.5,Short,Senior,None,15,36.28,100,90,10,0.846,36.7,71,1.02,0.902,32.03
Business,Mobile,Edinburgh,Amsterdam,1267.7,Long,Student,Silver,8,114.48,100,55,45,0.853,200.3,27,1.195,0.55,192.57
Standard,Web,Manchester,Cologne,518.1,Medium,Leisure,Platinum,8,121.92,100,66,34,2.494,104.07,138,1.048,0.662,138.68
First,Web,Bristol,Rotterdam,121.2,Short,Business,Silver,3,63.15,300,183,117,1.105,74.72,75,0.976,0.612,68.16
Business,Web,Glasgow,Paris,363.5,Medium,Leisure,Silver,10,273.07,300,289,11,1.048,88.81,148,1.017,0.965,94.22
Standard,Web,Leeds,Frankfurt,908.3,Long,Leisure,None,9,488.01,250,108,142,0.822,146.6,161,0.958,0.433,136.54
First,Mobile,Bristol,Lyon,571.2,Medium,Leisure,None,8,405.84,250,184,66,2.251,119.8,80,1.022,0.739,160.07
Standard,Mobile,Birmingham,Paris,502.0,Medium,Student,None,4,117.62,150,132,18,0.854,96.75,139,0.983,0.88,88.93
Business,Web,Manchester,Lyon,154.8,Short,Business,Silver,2,395.84,100,60,40,0.639,58.85,67,0.971,0.6,47.11
Standard,Web,Glasgow,Frankfurt,1433.0,Long,Leisure,None,12,491.48,100,53,47,2.993,209.54,166,0.952,0.535,332.23
Business,Station,Birmingham,Amsterdam,339.5,Medium,Business,None,15,420.91,100,37,63,1.921,92.11,138,1.003,0.379,111.6
Standard,Mobile,Manchester,Rotterdam,1167.1,Long,Student,Silver,8,244.96,300,241,59,2.246,181.2,6,1.368,0.805,286.6
Standard,Station,Leeds,Rotterdam,1217.5,Long,Leisure,Gold,7,149.28,100,85,15,2.697,188.07,95,1.008,0.85,276.18
First,Web,Birmingham,Paris,1496.6,Long,Business,Gold,5,378.99,100,52,48,0.506,237.56,162,1.001,0.52,179.91
Standard,Mobile,Birmingham,Paris,984.5,Long,Leisure,Gold,1,397.5,250,210,40,2.51,155.31,49,1.012,0.843,210.72
Standard,Mobile,Manchester,Frankfurt,360.1,Medium,Business,Silver,5,162.48,150,55,95,2.225,75.12,32,0.974,0.37,110.92
Standard,Station,Bristol,Rotterdam,62.7,Short,Leisure,None,18,127.61,300,180,120,1.332,41.74,29,1.112,0.601,46.16
First,Web,London,Rotterdam,64.8,Short,Student,Gold,17,342.61,300,148,152,0.641,65.97,122,1.028,0.494,66.41
Standard,Web,Bristol,Cologne,126.8,Short,Leisure,None,5,446.45,200,98,102,1.883,48.93,161,1.049,0.493,61.4
Standard,Web,London,Frankfurt,75.7,Short,Leisure,Silver,6,29.94,100,95,5,1.268,52.95,17,1.138,0.951,59.6
Standard,Station,Manchester,Frankfurt,60.9,Short,Leisure,Silver,19,493.8,100,84,16,0.594,48.68,98,0.989,0.843,52.95
Standard,Agent,Edinburgh,Rotterdam,586.0,Medium,Business,Silver,1,112.09,100,83,17,2.835,95.47,49,1.037,0.836,145.34
Standard,Agent,Bristol,Brussels,192.7,Short,Business,None,3,187.72,150,96,54,0.618,56.14,144,0.967,0.645,44.39
Standard,Agent,Birmingham,Amsterdam,330.1,Medium,Leisure,None,15,45.41,100,73,27,1.746,83.11,135,0.985,0.735,99.9
Standard,Web,Bristol,Cologne,1310.9,Long,Leisure,Silver,2,46.66,300,255,45,2.291,184.3,13,1.128,0.85,269.99
Standard,Web,Manchester,Amsterdam,549.0,Medium,Student,None,6,150.92,250,121,129,1.803,93.21,132,0.963,0.487,116.19
Standard,Web,Edinburgh,Rotterdam,1018.3,Long,Business,Platinum,2,291.21,250,126,124,2.959,166.45,63,1.004,0.504,247.07
Business,Web,Edinburgh,Frankfurt,83.6,Short,Student,Platinum,6,452.52,200,183,17,2.012,67.19,124,1.013,0.918,79.75
Standard,Station,Bristol,Brussels,251.9,Medium,Business,Silver,10,53.53,150,69,81,1.962,67.3,73,1.038,0.46,100.93
Standard,Station,Bristol,Rotterdam,71.1,Short,Student,Platinum,15,282.03,150,116,34,2.076,35.16,76,1.015,0.776,50.57
First,Web,Leeds,Frankfurt,518.8,Medium,Leisure,Gold,15,219.74,100,94,6,2.933,117.77,78,0.955,0.943,170.25
Standard,Mobile,Bristol,Frankfurt,353.8,Medium,Business,None,13,494.85,200,193,7,1.315,63.06,15,1.105,0.967,74.13
First,Station,Manchester,Amsterdam,154.0,Short,Student,Silver,15,109.81,250,128,122,2.592,86.47,133,0.956,0.512,124.62
Standard,Web,London,Rotterdam,130.8,Short,Leisure,None,19,197.37,100,96,4,0.715,55.08,42,0.975,0.965,47.83
Standard,Web,Leeds,Brussels,357.9,Medium,Leisure,Gold,6,36.06,150,59,91,2.143,80.56,18,1.125,0.397,117.33
Standard,Web,London,Amsterdam,711.4,Long,Business,None,1,458.83,100,47,53,1.939,113.6,72,1.028,0.47,154.16
First,Web,Birmingham,Frankfurt,333.4,Medium,Business,Gold,8,318.76,250,145,105,2.08,95.31,136,0.955,0.581,119.79
First,Mobile,Glasgow,Lyon,176.0,Short,Business,Silver,4,302.16,200,166,34,1.609,84.3,68,1.011,0.832,98.74
Standard,Web,Manchester,Paris,524.6,Medium,Leisure,None,9,43.39,300,108,192,2.263,93.18,115,1.01,0.363,127.67
Standard,Web,Leeds,Rotterdam,54.3,Short,Leisure,Platinum,10,67.52,100,45,55,2.161,54.18,154,1.001,0.456,61.64
Business,Agent,Edinburgh,Cologne,726.2,Long,Leisure,Platinum,17,399.33,150,95,55,2.631,128.64,75,0.952,0.634,174.37
Standard,Mobile,Leeds,Frankfurt,1280.3,Long,Senior,Platinum,9,283.75,200,70,130,2.784,188.63,70,1.033,0.352,269.36
Standard,Web,Birmingham,Cologne,100.4,Short,Senior,Gold,13,115.52,100,54,46,1.017,49.77,161,0.988,0.547,49.52
Business,Agent,Edinburgh,Brussels,146.5,Short,Leisure,Gold,8,283.91,150,109,41,2.355,60.57,22,1.145,0.73,82.29
First,Web,Leeds,Rotterdam,425.1,Medium,Leisure,None,1,484.7,150,126,24,1.862,119.21,69,1.017,0.841,138.87
Standard,Web,Edinburgh,Lyon,147.8,Short,Leisure,None,8,69.78,200,130,70,1.238,50.37,129,1.016,0.651,49.49
First,Station,Bristol,Cologne,648.3,Long,Leisure,None,16,485.7,150,92,58,0.978,141.98,86,0.978,0.614,129.27
Business,Web,Edinburgh,Rotterdam,1438.0,Long,Leisure,None,4,392.04,150,79,71,1.102,226.77,35,0.951,0.532,239.06
Standard,Mobile,Leeds,Cologne,53.1,Short,Leisure,None,13,89.23,250,139,111,1.51,27.05,126,1.031,0.558,44.1
Standard,Web,Edinburgh,Brussels,51.2,Short,Student,Silver,17,411.05,300,203,97,1.711,44.05,67,1.026,0.678,47.71
Standard,Web,Manchester,Frankfurt,803.5,Long,Business,None,18,377.13,200,115,85,1.292,119.24,131,1.014,0.577,122.81
Business,Mobile,Bristol,Frankfurt,597.4,Medium,Leisure,None,8,295.48,250,130,120,1.442,123.6,129,1.043,0.522,136.44
First,Web,Bristol,Paris,229.0,Medium,Business,Gold,2,391.69,300,220,80,2.78,86.7,42,0.97,0.736,123.67
Standard,Mobile,Birmingham,Brussels,181.2,Short,Business,None,16,87.8,100,99,1,0.977,45.61,58,0.96,0.998,50.75
Business,Mobile,Bristol,Lyon,73.9,Short,Leisure,None,3,366.38,250,126,124,0.61,51.03,88,1.05,0.505,40.08
Standard,Agent,London,Paris,243.6,Medium,Business,Silver,6,327.65,300,115,185,2.357,81.37,96,1.037,0.384,116.58
Standard,Mobile,Manchester,Rotterdam,511.6,Medium,Leisure,None,2,156.65,150,60,90,1.341,99.25,85,0.954,0.403,107.26
Standard,Web,Birmingham,Brussels,177.0,Short,Leisure,Platinum,8,351.38,200,145,55,1.14,66.63,4,1.383,0.725,77.33
Standard,Station,London,Frankfurt,168.8,Short,Leisure,Gold,13,345.85,250,172,78,2.869,51.53,17,1.152,0.69,87.82
Business,Mobile,Edinburgh,Paris,296.4,Medium,Senior,Silver,11,134.74,100,37,63,1.421,82.94,77,1.013,0.375,95.25
Standard,Mobile,Glasgow,Frankfurt,551.9,Medium,Business,None,5,90.89,250,146,104,1.548,96.04,99,0.992,0.587,109.6
First,Station,London,Amsterdam,60.8,Short,Leisure,None,9,193.89,150,134,16,2.022,66.29,168,0.959,0.898,84.85
Standard,Mobile,Birmingham,Amsterdam,336.8,Medium,Student,Gold,13,211.6,200,127,73,1.485,65.38,162,0.997,0.635,71.84
Standard,Web,Bristol,Paris,119.5,Short,Leisure,Platinum,17,415.59,250,211,39,2.565,55.4,11,1.155,0.847,85.84
Business,Mobile,Manchester,Paris,60.2,Short,Senior,Silver,2,229.32,250,83,167,1.62,60.49,40,0.981,0.332,68.24
Standard,Web,Glasgow,Brussels,431.9,Medium,Business,Gold,15,373.57,150,96,54,1.464,85.22,141,0.966,0.644,91.4
Standard,Web,Birmingham,Rotterdam,423.8,Medium,Business,None,10,242.1,200,175,25,1.931,83.96,152,1.002,0.877,108.95
Standard,Mobile,London,Lyon,198.8,Short,Student,Silver,12,52.22,150,108,42,2.822,58.17,100,0.978,0.721,87.76
Business,Web,Glasgow,Lyon,143.2,Short,Business,None,8,333.32,150,57,93,1.836,64.92,34,0.974,0.38,75.3
Standard,Web,London,Amsterdam,109.6,Short,Student,None,13,449.79,300,275,25,1.275,55.32,136,1.022,0.919,69.18
Standard,Web,Birmingham,Amsterdam,1311.2,Long,Student,Silver,14,268.79,300,129,171,1.354,206.81,135,1.006,0.43,222.62
Standard,Mobile,Glasgow,Amsterdam,100.2,Short,Leisure,None,18,356.99,300,239,61,0.994,42.01,62,1.024,0.798,43.83
Standard,Web,Leeds,Frankfurt,129.9,Short,Leisure,Gold,1,393.84,300,105,195,2.068,62.75,46,0.995,0.351,71.47
First,Mobile,Leeds,Lyon,58.3,Short,Leisure,Platinum,12,244.34,250,169,81,0.573,64.62,127,0.958,0.677,42.97
Standard,Web,Birmingham,Paris,329.1,Medium,Leisure,None,17,139.9,250,127,123,2.218,59.89,126,0.999,0.51,81.65
Standard,Web,Leeds,Amsterdam,1075.3,Long,Leisure,None,1,432.83,150,147,3,2.743,169.44,13,1.16,0.984,279.92
Standard,Web,Birmingham,Cologne,155.3,Short,Leisure,None,2,417.77,200,186,14,2.129,47.99,130,1.028,0.93,57.77
Standard,Mobile,Bristol,Brussels,239.6,Medium,Leisure,None,13,432.56,300,182,118,2.605,65.66,2,1.408,0.609,113.87
Business,Web,Glasgow,Rotterdam,169.6,Short,Student,Silver,0,416.38,150,134,16,0.713,52.27,29,1.18,0.898,52.23
Standard,Agent,Birmingham,Paris,560.1,Medium,Student,None,11,83.89,200,93,107,2.336,101.37,91,1.001,0.468,141.75
Business,Agent,Edinburgh,Rotterdam,92.2,Short,Leisure,Silver,4,219.06,150,99,51,2.395,73.43,82,1.011,0.664,107.48
Standard,Station,Manchester,Paris,164.8,Short,Leisure,Gold,18,111.94,300,264,36,1.353,47.29,2,1.352,0.88,52.15
Standard,Agent,Manchester,Paris,272.1,Medium,Leisure,None,19,94.49,300,233,67,2.256,69.48,61,1.036,0.779,91.84
Business,Web,Edinburgh,Lyon,1071.1,Long,Student,Gold,8,395.12,250,153,97,1.583,181.18,177,0.967,0.614,190.53
Standard,Mobile,London,Amsterdam,519.1,Medium,Business,Platinum,6,251.04,100,67,33,2.299,94.55,174,1.024,0.675,113.02
First,Mobile,London,Brussels,354.6,Medium,Senior,None,2,63.54,100,50,50,2.243,107.5,72,0.994,0.503,145.06
Business,Mobile,London,Rotterdam,53.9,Short,Student,Silver,6,214.92,300,208,92,1.254,59.13,100,1.039,0.695,61.86
Standard,Station,Glasgow,Frankfurt,131.0,Short,Student,Silver,14,496.78,150,59,91,0.57,44.14,59,0.98,0.395,33.66
Standard,Mobile,London,Brussels,537.9,Medium,Leisure,Gold,10,121.95,250,207,43,2.448,89.03,48,1.047,0.83,127.07
First,Agent,Bristol,Brussels,697.5,Long,Business,None,9,210.64,200,199,1,1.234,135.87,137,1.024,0.996,143.26
Standard,Web,Edinburgh,Cologne,626.7,Long,Senior,Gold,0,305.37,150,50,100,1.938,101.59,146,1.011,0.336,119.85
Standard,Station,Manchester,Brussels,523.6,Medium,Leisure,Silver,8,115.8,150,128,22,2.063,100.07,50,1.044,0.855,126.93
Standard,Mobile,Edinburgh,Frankfurt,306.9,Medium,Business,Silver,2,484.52,100,88,12,2.713,79.76,86,1.004,0.888,120.85
Standard,Mobile,Manchester,Brussels,345.7,Medium,Leisure,Gold,5,324.75,250,81,169,0.572,78.46,155,0.986,0.324,61.36
First,Web,London,Cologne,63.0,Short,Leisure,Platinum,17,130.12,300,212,88,1.832,67.43,160,1.02,0.709,77.69
Standard,Mobile,Bristol,Brussels,238.6,Medium,Student,Gold,3,234.37,300,277,23,2.085,79.41,66,0.974,0.925,104.93
Standard,Station,Birmingham,Rotterdam,142.2,Short,Business,Platinum,18,193.23,300,209,91,2.027,36.03,66,1.002,0.697,54.04
Standard,Web,Birmingham,Amsterdam,132.8,Short,Student,None,5,78.71,150,106,44,2.397,49.75,22,1.189,0.712,65.0
Standard,Mobile,Leeds,Cologne,93.9,Short,Business,None,0,156.61,200,199,1,0.653,54.46,86,0.994,0.997,52.21
Standard,Web,London,Amsterdam,381.1,Medium,Business,Silver,3,285.78,150,139,11,1.073,80.18,152,0.992,0.929,72.73
First,Agent,London,Amsterdam,355.3,Medium,Student,None,0,62.29,300,223,77,2.101,102.04,91,0.984,0.744,134.13
Standard,Web,Edinburgh,Paris,1225.5,Long,Senior,Gold,16,43.18,200,132,68,1.344,176.85,141,1.016,0.66,176.95
First,Web,Bristol,Cologne,1375.9,Long,Senior,None,3,279.84,100,43,57,1.149,231.53,122,0.977,0.434,232.23
Business,Web,Bristol,Brussels,1288.6,Long,Student,Silver,6,228.35,100,89,11,1.442,199.94,143,1.031,0.891,217.04
Standard,Mobile,Edinburgh,Rotterdam,50.7,Short,Business,Gold,7,110.36,200,100,100,2.665,49.07,112,1.013,0.5,66.14
Standard,Web,Bristol,Rotterdam,239.8,Medium,Leisure,Silver,2,362.12,250,76,174,1.031,75.99,177,1.046,0.305,64.99
Standard,Mobile,Glasgow,Rotterdam,371.8,Medium,Leisure,None,11,62.18,100,33,67,2.501,76.58,145,1.042,0.339,109.43
Standard,Agent,Glasgow,Lyon,1366.6,Long,Leisure,Platinum,18,149.79,150,65,85,1.401,193.88,39,0.982,0.438,188.36
Business,Station,Bristol,Lyon,85.5,Short,Leisure,Gold,9,68.62,300,260,40,2.173,52.38,87,1.032,0.869,71.32
Business,Web,Glasgow,Lyon,181.8,Short,Leisure,Silver,19,369.25,100,98,2,0.861,76.02,4,1.355,0.982,72.08
Standard,Agent,Birmingham,Rotterdam,66.5,Short,Leisure,Gold,5,323.71,200,160,40,0.918,47.75,15,1.133,0.802,43.81
Standard,Mobile,Bristol,Frankfurt,665.3,Long,Leisure,Silver,17,110.46,100,41,59,0.83,117.21,171,1.027,0.416,94.22
Business,Web,Glasgow,Rotterdam,1422.1,Long,Business,None,5,287.54,200,181,19,2.609,216.76,124,0.957,0.906,314.77
Business,Web,London,Amsterdam,264.8,Medium,Leisure,None,17,354.31,200,173,27,2.251,86.05,159,1.01,0.867,121.05
Standard,Web,Birmingham,Amsterdam,1017.4,Long,Business,Gold,4,36.4,250,223,27,2.702,166.6,6,1.426,0.894,296.92
Standard,Station,London,Rotterdam,98.9,Short,Leisure,None,10,338.35,100,42,58,2.062,26.71,65,1.021,0.427,30.8
Standard,Web,London,Amsterdam,72.1,Short,Business,Gold,6,169.53,300,198,102,2.107,57.81,86,1.028,0.661,77.48
Business,Web,Glasgow,Cologne,452.8,Medium,Student,None,8,84.92,100,73,27,1.819,93.52,30,0.966,0.738,117.45
Standard,Mobile,Glasgow,Frankfurt,194.6,Short,Leisure,Gold,2,414.15,200,154,46,0.647,62.42,58,0.982,0.774,55.32
Standard,Mobile,Edinburgh,Brussels,148.7,Short,Senior,None,18,310.94,100,77,23,0.588,59.8,86,1.026,0.779,53.97
Standard,Mobile,Leeds,Paris,918.3,Long,Business,Silver,11,282.34,300,92,208,1.734,146.74,56,1.009,0.309,163.93
Standard,Mobile,Bristol,Rotterdam,484.7,Medium,Leisure,Gold,17,421.5,250,243,7,1.741,92.21,164,0.959,0.972,107.43
Standard,Web,Bristol,Rotterdam,728.9,Long,Leisure,Gold,14,147.25,250,176,74,1.06,116.28,46,1.042,0.705,108.66
Business,Station,Bristol,Cologne,137.0,Short,Student,Gold,19,26.78,250,109,141,1.971,68.75,129,0.967,0.436,82.53
Standard,Web,Bristol,Amsterdam,387.8,Medium,Business,Silver,4,475.39,200,167,33,2.749,86.89,140,1.009,0.836,128.25
Standard,Mobile,Glasgow,Brussels,104.0,Short,Leisure,Silver,7,146.13,150,50,100,2.457,49.05,113,0.971,0.338,60.81
Standard,Mobile,Birmingham,Lyon,1265.6,Long,Senior,None,11,324.01,200,83,117,1.917,172.87,67,1.032,0.416,218.74
Standard,Web,Manchester,Rotterdam,67.8,Short,Student,None,16,488.98,300,173,127,1.156,48.56,125,1.008,0.578,58.57
Standard,Agent,London,Paris,413.1,Medium,Business,Gold,18,132.14,250,173,77,1.098,83.42,10,1.141,0.694,79.75
Standard,Web,Leeds,Lyon,178.2,Short,Student,Platinum,13,496.51,200,118,82,2.58,55.7,1,1.423,0.592,102.89
Standard,Web,Leeds,Rotterdam,781.5,Long,Student,Silver,15,278.56,200,102,98,1.42,129.92,19,1.135,0.513,152.4
Standard,Agent,Manchester,Brussels,89.7,Short,Leisure,Gold,14,480.3,250,204,46,2.035,45.08,82,0.95,0.816,61.07
Standard,Mobile,Manchester,Brussels,149.1,Short,Business,Gold,3,61.3,100,30,70,2.714,41.07,116,0.959,0.305,53.29
Standard,Mobile,Manchester,Lyon,509.0,Medium,Student,Platinum,17,274.89,300,232,68,1.421,92.56,95,0.956,0.775,91.35
Business,Mobile,Glasgow,Cologne,313.3,Medium,Leisure,Gold,7,473.3,150,144,6,2.258,88.06,177,0.972,0.965,115.42
Business,Station,Birmingham,Paris,104.0,Short,Leisure,Silver,4,94.65,150,60,90,2.504,55.44,68,1.041,0.405,69.74
